id,month,day,dep_delay,sched_arr_hour,sched_arr_minute,sched_dep_hour,sched_dep_minute,temp,dewp,humid,wind_dir,wind_speed,precip,visib,arr_status
301,12,Tue,-4,12,2,9,45,35.96,19.94,51.78,360,10.35702,0,10,Not Delay
302,12,Tue,-1,12,22,10,25,39.02,19.94,45.91,340,11.5078,0,10,Not Delay
303,12,Tue,-2,14,6,12,5,42.08,19.04,39.23,300,13.80936,0,10,Not Delay
304,12,Tue,-5,15,6,13,15,41,19.04,40.9,320,8.05546,0,10,Not Delay
305,12,Tue,-7,16,56,15,0,37.94,19.94,47.89,310,13.80936,0,10,Not Delay
306,12,Tue,-5,19,17,17,19,35.06,24.98,66.36,290,5.7539,0,10,Not Delay
307,12,Tue,56,21,44,19,38,33.08,21.02,60.81,300,16.11092,0,10,Delay
308,12,Wed,-4,6,51,5,0,19.04,5,53.71,330,9.20624,0,10,Not Delay
309,12,Wed,0,8,18,6,15,19.04,5,53.71,320,16.11092,0,10,Not Delay
310,12,Wed,15,8,35,6,30,19.04,5,53.71,320,16.11092,0,10,Not Delay
311,12,Wed,-5,10,21,8,20,21.02,5,49.37,300,10.35702,0,10,Not Delay
312,12,Wed,3,12,2,9,45,23,5,45.41,350,8.05546,0,10,Not Delay
313,12,Wed,-3,12,22,10,25,24.98,3.92,39.78,230,4.60312,0,10,Not Delay
314,12,Wed,-7,15,6,13,15,28.94,5,35.5,290,4.60312,0,10,Not Delay
315,12,Wed,-6,16,56,15,0,28.04,5,36.83,0,0,0,10,Not Delay
316,12,Wed,8,19,28,17,30,28.04,8.96,44.07,160,4.60312,0,10,Not Delay
317,12,Wed,-9,20,33,18,29,28.04,8.06,42.32,170,5.7539,0,10,Not Delay
318,12,Wed,-6,21,44,19,38,28.04,8.96,44.07,180,4.60312,0,10,Not Delay
319,12,Wed,-3,23,11,21,14,28.94,15.08,55.69,170,5.7539,0,10,Not Delay
320,12,Thu,-5,6,51,5,0,30.02,17.96,60.38,0,0,0,10,Not Delay
321,12,Thu,-4,8,18,6,15,30.92,19.94,63.36,0,0,0,10,Not Delay
322,12,Thu,5,8,35,6,30,30.92,19.94,63.36,0,0,0,10,Delay
323,12,Thu,-6,10,26,8,25,30.92,19.94,63.75,0,0,0,10,Not Delay
324,12,Thu,-2,12,2,9,45,32,19.04,58.37,260,6.90468,0,10,Not Delay
325,12,Thu,-4,12,26,10,29,33.08,19.94,58.08,230,4.60312,0,10,Not Delay
326,12,Thu,-4,14,16,12,15,33.98,23,69.04,260,16.11092,0,10,Not Delay
327,12,Thu,82,15,6,13,15,33.98,24.08,66.72,250,14.96014,0,10,Delay
328,12,Thu,-7,16,56,15,0,35.96,24.98,64.03,270,11.5078,0,10,Not Delay
329,12,Thu,2,17,0,14,59,35.96,24.98,64.03,240,14.96014,0,10,Not Delay
330,12,Thu,7,19,28,17,30,33.98,24.08,66.72,270,10.35702,0,10,Not Delay
331,12,Thu,-4,20,33,18,29,33.98,24.08,66.72,280,10.35702,0,10,Not Delay
332,12,Thu,-6,21,44,19,38,33.08,23,66.11,280,8.05546,0,10,Not Delay
333,12,Fri,-12,6,51,5,0,28.94,17.96,63.1,270,5.7539,0,10,Not Delay
334,12,Fri,-9,8,18,6,15,30.02,17.96,60.38,250,8.05546,0,10,Not Delay
335,12,Fri,-5,8,35,6,30,30.02,17.96,60.38,250,8.05546,0,10,Not Delay
336,12,Fri,-8,10,21,8,20,32,19.04,58.37,250,8.05546,0,10,Not Delay
337,12,Fri,5,12,2,9,45,35.06,19.94,53.66,220,4.60312,0,10,Not Delay
338,12,Fri,-4,12,22,10,25,35.96,19.04,49.83,220,6.90468,0,10,Delay
339,12,Fri,0,14,16,12,15,39.02,17.06,40.57,240,11.5078,0,10,Not Delay
340,12,Fri,-4,15,6,13,15,42.08,17.96,37.46,260,12.65858,0,10,Not Delay
341,12,Fri,-6,16,56,15,0,42.08,19.04,39.23,260,12.65858,0,10,Not Delay
342,12,Fri,116,17,0,14,59,42.08,17.96,37.46,260,11.5078,0,10,Delay
343,12,Fri,5,19,28,17,30,37.94,19.04,46.09,260,4.60312,0,10,Not Delay
344,12,Fri,7,21,44,19,38,35.96,19.94,51.78,280,4.60312,0,10,Not Delay
345,12,Fri,84,20,33,18,29,37.94,19.04,46.09,240,6.90468,0,10,Delay
346,12,Fri,-4,23,12,21,15,32,21.02,63.51,220,6.90468,0,10,Not Delay
347,12,Sat,7,6,51,5,0,28.94,21.02,71.91,220,6.90468,0,10,Not Delay
348,12,Sat,-9,8,18,6,15,30.02,23,74.81,220,9.20624,0,10,Not Delay
349,12,Sat,-8,8,35,6,30,30.02,23,74.81,220,9.20624,0,10,Not Delay
350,12,Sat,-4,10,21,8,20,35.06,24.98,66.36,230,11.5078,0,10,Not Delay
351,12,Sat,20,12,22,10,25,44.06,24.98,46.73,240,9.20624,0,10,Not Delay
352,12,Sat,129,12,17,10,0,44.06,24.98,46.73,240,9.20624,0,10,Delay
353,12,Sat,-5,15,6,13,15,55.94,24.08,28.93,230,20.71404,0,10,Not Delay
354,12,Sat,-8,16,56,15,0,55.04,24.98,31.03,240,14.96014,0,10,Not Delay
355,12,Sat,9,19,28,17,30,50,26.96,40.55,220,11.5078,0,10,Not Delay
356,12,Sat,-9,20,33,18,29,48.02,26.96,43.67,220,11.5078,0,10,Not Delay
357,12,Sat,1,21,36,19,30,46.94,26.96,45.48,220,10.35702,0,10,Not Delay
358,12,Sat,-2,23,11,21,14,44.96,26.96,49.02,230,11.5078,0,10,Not Delay
359,12,Sun,17,6,51,5,0,42.08,28.94,59.36,160,4.60312,0,10,Delay
360,12,Sun,-8,8,18,6,15,42.08,28.94,59.36,190,5.7539,0,10,Not Delay
361,12,Sun,-6,8,35,6,30,42.08,28.94,59.36,190,5.7539,0,10,Not Delay
362,12,Sun,-7,10,21,8,20,44.06,28.94,55.02,230,4.60312,0,10,Not Delay
363,12,Sun,-5,12,2,9,45,44.96,30.02,55.56,180,5.7539,0,10,Not Delay
364,12,Sun,24,12,22,10,25,44.96,33.98,65.18,0,0,0.01,10,Delay
365,12,Sun,6,14,31,12,30,42.8,39.02,88.81,230,8.05546,0.11,4,Not Delay
366,12,Sun,-2,15,6,13,15,42.8,41,95.92,60,8.05546,0.23,3,Not Delay
367,12,Sun,-5,16,56,15,0,42.08,41,95.92,10,10.35702,0.38,1.25,Not Delay
368,12,Sun,50,17,0,14,59,42.98,42.08,96.6,50,8.05546,0.25,1.5,Delay
369,12,Sun,31,19,28,17,30,42.8,42.8,100,350,14.96014,0.01,9,Delay
370,12,Sun,20,20,33,18,29,42.98,41,92.65,330,16.11092,0,6,Delay
371,12,Sun,146,21,44,19,38,42.8,39.92,91.98,320,14.96014,0,10,Delay
372,12,Sun,53,23,11,21,14,42.98,37.94,82.24,270,9.20624,0,10,Delay
373,12,Mon,-6,6,51,5,0,37.04,35.06,92.46,220,8.05546,0,10,Not Delay
374,12,Mon,7,8,35,6,30,39.02,35.96,88.66,230,8.05546,0,10,Not Delay
375,12,Mon,46,8,18,6,15,39.02,35.96,88.66,230,8.05546,0,10,Delay
376,12,Mon,-6,10,21,8,20,42.08,37.04,82.17,240,10.35702,0,10,Not Delay
377,12,Mon,15,12,2,9,45,44.96,37.04,73.59,260,10.35702,0,10,Not Delay
378,12,Mon,-3,12,22,10,25,42.98,32,64.93,320,13.80936,0,10,Not Delay
379,12,Mon,-3,15,6,13,15,37.94,23,54.51,330,19.56326,0,10,Not Delay
380,12,Mon,99,14,16,12,15,39.92,26.06,57.33,320,13.80936,0,10,Delay
381,12,Mon,-4,16,56,15,0,35.06,17.96,49.3,340,17.2617,0,10,Delay
382,12,Mon,23,17,0,14,59,37.04,21.02,51.95,320,17.2617,0,10,Delay
383,12,Mon,-5,19,28,17,30,30.92,12.92,46.74,340,16.11092,0,10,Delay
384,12,Mon,-7,20,33,18,29,28.94,12.02,48.69,330,14.96014,0,10,Not Delay
385,12,Mon,13,21,44,19,38,37.04,28.04,66.36,230,9.20624,0,10,Delay
386,12,Mon,17,23,11,21,14,37.04,28.04,66.36,230,9.20624,0,10,Delay
387,12,Tue,-1,6,51,5,0,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
388,12,Tue,-7,8,18,6,15,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
389,12,Tue,0,8,35,6,30,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
390,12,Tue,-5,10,21,8,20,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
391,12,Tue,-4,12,22,10,25,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
392,12,Tue,58,12,2,9,45,37.04,28.04,66.36,230,9.20624,0,10,Delay
393,12,Tue,2,14,16,12,15,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
394,12,Tue,-4,15,6,13,15,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
395,12,Tue,19,17,1,15,0,37.04,28.04,66.36,230,9.20624,0,10,Delay
396,12,Tue,36,16,56,15,0,37.04,28.04,66.36,230,9.20624,0,10,Delay
397,12,Tue,-8,19,28,17,30,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
398,12,Tue,-10,20,33,18,29,37.04,28.04,66.36,230,9.20624,0,10,Not Delay
399,12,Tue,10,21,44,19,38,37.04,28.04,66.36,230,9.20624,0,10,Delay
